CODE;PARENT_CODE;TYPE_CODE;NAME.RU.NAME;NAME.EN.NAME;NAME.UA.NAME;EXT.YAMARKET.0;EXT.ZIP.0;LONGITUDE;LATITUDE;EXT.ZIP_LOWER.0
0000003264;0000003233;VILLAGE;Черляны село;;Черляни село;;81554;;;
0001095108;0000004897;SUBREGION;Городокский район;;Городоцький район;;;;;
0000003265;0001095108;VILLAGE;Балакиры поселок;;Балакири селище;;32052;;;
0000003266;0001095108;VILLAGE;Варовцы поселок;;Варівці селище;;32020;;;
0000003267;0001095108;VILLAGE;Большая Левада поселок;;Велика Левада селище;;32061;;;
0000003268;0001095108;VILLAGE;Большая Яромырка поселок;;Велика Яромирка селище;;32054;;;
0000003269;0001095108;VILLAGE;Большой Карабчиев поселок;;Великий Карабчіїв селище;;32066;;;
0000003270;0001095108;VILLAGE;Веселец поселок;;Веселець селище;;32015;;;
0000003271;0001095108;VILLAGE;Грицков поселок;;Грицьків селище;;32067;;;
0000003272;0001095108;VILLAGE;Жищинцы поселок;;Жищинці селище;;32051;;;
0000003273;0000003233;CITY;;;Завадинці;;;;;
0000003274;0001095108;VILLAGE;Зверховцы поселок;;Зверхівці селище;;32032;;;
0000003275;0000003233;CITY;;;Кузьмин;;;;;
0000003276;0000003233;CITY;;;Куманів;;;;;
0000003277;0000003233;CITY;;;Купин;;;;;
0000003278;0001095108;VILLAGE;Куровка поселок;;Курівка селище;;32014;;;
0000003279;0000003233;CITY;;;Лісоводи;;;;;
0000003280;0000003233;CITY;;;Лісогірка;;;;;
0000003281;0001095108;VILLAGE;Мудрыголовы поселок;;Мудриголови селище;;32009;;;
0000003282;0001095108;VILLAGE;Новая Песочная поселок;;Нова Пісочна селище;;32063;;;
0000003283;0001095108;VILLAGE;Новое Поречье поселок;;Нове Поріччя селище;;32045;;;
0000003284;0001095108;VILLAGE;Подлесный Алексинец поселок;;Підлісний Олексинець селище;;32026;;;
0000003285;0001095108;VILLAGE;Пильный Алексинец поселок;;Пільний Олексинець селище;;32050;;;
0000010597;0000000364;COUNTRY_DISTRICT;Север;;Північ;20528;;;;
0000010944;0000010597;REGION;Черниговская область;;Чернігівська область;20551;;;;
0000011217;0000010944;SUBREGION;Прилукский район;;Прилуцький район;;;;;
0000003286;0000011217;VILLAGE;Покривка поселок;;Покрівка селище;;17572;;;
0000003287;0001095108;VILLAGE;Радковица поселок;;Радковиця селище;;32040;;;
0000003288;0000003233;CITY;;;Сатанів;;;;;
0000003289;0000003233;CITY;;;Сатанівка;;;;;
0000003290;0001095108;VILLAGE;Сирватинцы поселок;;Сирватинці селище;;32065;;;
0000003291;0001095108;VILLAGE;Скипче поселок;;Скипче селище;;32064;;;
0000003292;0000003233;CITY;;;Спасівка;;;;;
0000003293;0001095108;VILLAGE;Старая Песочная поселок;;Стара Пісочна селище;;32062;;;
0000003294;0001095108;VILLAGE;Турчинцы поселок;;Турчинці селище;;32042;;;
0000003295;0001095108;VILLAGE;Хоптынци поселок;;Хоптинці селище;;32012;;;
0000003296;0001095108;VILLAGE;Чорныводы поселок;;Чорниводи селище;;32008;;;
0000003297;0001095108;VILLAGE;Юрынци поселок;;Юринці селище;;32030;;;
0000003298;0000003173;SUBREGION;Дрогобычский район;;Дрогобицький район;;;;;
0000003299;0000003298;VILLAGE;Болеховцы село;;Болехівці село;;82170;;;
0000003300;0000003298;VILLAGE;Верхние Гаи село;;Верхні Гаї село;;82169;;;
0000003301;0000003298;VILLAGE;Верхний Дорожев село;;Верхній Дорожів село;;82131;;;
0000003302;0000003298;VILLAGE;Винники село;;Винники село;;82125;;;
0000003303;0000003298;VILLAGE;Волоща село;;Волоща село;;82130;;;
0000003304;0000003298;VILLAGE;Вороблевичи село;;Вороблевичі село;;82150;;;
0000003305;0000003298;VILLAGE;Дережичи село;;Дережичі село;;82185;;;
0000003306;0000003298;VILLAGE;Добравляны село;;Добрівляни село;;82134;;;
0000003307;0000003298;VILLAGE;Доброгостов село;;Доброгостів село;;82176;;;
0000003308;0000003298;VILLAGE;Долишний Лужок село;;Долішній Лужок село;;82121;;;
0000003309;0000003298;CITY;Дрогобыч;;Дрогобич;;82100;;;82172
0000003310;0000003298;VILLAGE;Залокоть село;;Залокоть село;;82192;;;
0000003311;0000003298;VILLAGE;Залужаны село;;Залужани село;;82152;;;
0000003312;0000003298;CITY;;;івана-Франка;;;;;
0000003313;0000003298;VILLAGE;Летня село;;Летня село;;82162;;;
0000003314;0000003298;VILLAGE;Летыня село;;Літиня село;;82133;;;
0000003315;0000003298;VILLAGE;Лешня село;;Лішня село;;82127;;;
0000003316;0000003298;VILLAGE;Меденичи село;;Меденичі село;;82160;;;
0000003317;0000003298;VILLAGE;Михайлевичи село;;Михайлевичі село;;82153;;;
0000003318;0000003298;VILLAGE;Модрычи село;;Модричі село;;82186;;;
0000003319;0000003298;VILLAGE;Нижние Гаи село;;Нижні Гаї село;;82168;;;
0000003320;0000003298;VILLAGE;Новый Крапивник село;;Новий Кропивник село;;82194;;;
0000003321;0000003298;VILLAGE;Новошичи село;;Новошичі село;;82122;;;
0000003322;0000003298;VILLAGE;Опака село;;Опака село;;82191;;;
0000003323;0000003298;VILLAGE;Опоры село;;Опори село;;82164;;;
0000003324;0000003298;VILLAGE;Подбуж поселок;;Підбуж селище;;82180;;;
0000003325;0000003298;VILLAGE;Попели село;;Попелі село;;82184;;;
0000003326;0000003298;CITY;;;Почаевичі;;;;;
0000003327;0000003298;VILLAGE;Раневичи село;;Раневичі село;;82171;;;
0000003328;0000003298;VILLAGE;Рыбник село;;Рибник село;;82195;;;
0000003329;0000003298;CITY;;;Рипчичі;;;;;
0000003330;0000003298;VILLAGE;Рыхтичи село;;Рихтичі село;;82151;;;
0000003331;0000003298;VILLAGE;Ролев село;;Ролів село;;82135;;;
0000003332;0000003298;VILLAGE;Смильная село;;Смільна село;;82190;;;
0000003333;0000003298;VILLAGE;Снятынка село;;Снятинка село;;82155;;;
0000003334;0000003298;VILLAGE;Солонское село;;Солонське село;;82166;;;
0000003335;0000003298;VILLAGE;Старое Село село;;Старе Село село;;82154;;;
0000003336;0000003298;VILLAGE;Старый Крапивник село;;Старий Кропивник село;;82193;;;
0000003337;0000003298;VILLAGE;Сторона село;;Сторона село;;82182;;;
0000003338;0000003298;VILLAGE;Ступница село;;Ступниця село;;82123;;;
0000003339;0000003298;VILLAGE;Уличное село;;Уличне село;;82177;;;
0000003340;0000003298;VILLAGE;Унятичи село;;Унятичі село;;82128;;;
0000003341;0000003298;VILLAGE;Урож село;;Уріж село;;82124;;;
0000003342;0000003298;VILLAGE;Ясеница-Сольная село;;Ясениця-Сільна село;;82183;;;
0000003343;0000003173;SUBREGION;Жидачовский район;;Жидачівський район;;;;;
0000003344;0000003343;VILLAGE;Бориничи село;;Бориничі село;;81721;;;
0000003345;0000003343;VILLAGE;Буковина село;;Буковина село;;81764;;;
0000003346;0000003343;VILLAGE;Владимирцы село;;Володимирці село;;81783;;;
0000003347;0000003343;VILLAGE;Вербица село;;Вербиця село;;81760;;;
0000003348;0000003343;VILLAGE;Выбрановка село;;Вибранівка село;;81710;;;
0000003349;0000003343;VILLAGE;Вовчатычи село;;Вовчатичі село;;81761;;;
0000003350;0000003343;VILLAGE;Гнездычев поселок;;Гніздичів селище;;81740;;;
0000003351;0000003343;VILLAGE;Грусятичи село;;Грусятичі село;;81717;;;
0000003352;0000003343;VILLAGE;Девятники село;;Дев'ятники село;;81711;;;
0000003353;0000003343;VILLAGE;Демьянка-Лесная село;;Дем'янка-Лісна село;;81731;;;
0000003354;0000003343;CITY;Жидачев;;Жидачів;;81700;;;
0000003355;0000003343;VILLAGE;Жирова село;;Жирова село;;81726;;;
0000003356;0000003343;VILLAGE;Журавно поселок;;Журавно селище;;81780;;;
0000003357;0000003343;VILLAGE;Заболотовцы село;;Заболотівці село;;81744;;;
0000003358;0000003343;VILLAGE;Загорочко село;;Загірочко село;;81754;;;
0000003359;0000003343;VILLAGE;Залески село;;Заліски село;;81728;;;
0000003360;0000003343;VILLAGE;Книсело село;;Кнісело село;;81716;;;
0000003361;0000003343;VILLAGE;Корчовка село;;Корчівка село;;81797;;;
0000003362;0000003343;VILLAGE;Ливчицы село;;Лівчиці село;;81771;;;
0000003363;0000003343;VILLAGE;Лещины село;;Ліщини село;;81718;;;
0000003364;0000003343;VILLAGE;Лысков село;;Лисків село;;81796;;;
0000003365;0000003343;VILLAGE;Любша село;;Любша село;;81775;;;
0000003366;0000003343;VILLAGE;Межиречье село;;Межиріччя село;;81732;;;
0000003367;0000003343;VILLAGE;Мельнич село;;Мельнич село;;81785;;;
0000003368;0000003343;VILLAGE;Млыниска село;;Млиниська село;;81772;;;
0000003369;0000003343;VILLAGE;Молодинче село;;Молодинче село;;81765;;;
0000003370;0000003343;VILLAGE;Новые Стрелища поселок;;Нові Стрілища селище;;81714;;;
0000003371;0000003343;VILLAGE;Новошины село;;Новошини село;;81782;;;
0000003372;0000003343;VILLAGE;Облазница село;;Облазниця село;;81773;;;
0000003373;0000003343;VILLAGE;Отыневичи село;;Отиневичі село;;81724;;;
0000003374;0000003343;VILLAGE;Подднестряны село;;Піддністряни село;;81722;;;
0000003375;0000003343;VILLAGE;Покровцы село;;Покрівці село;;81742;;;
0000003376;0000003343;VILLAGE;Протесы село;;Протеси село;;81793;;;
0000003377;0000003343;VILLAGE;Пчаны село;;Пчани село;;81734;;;
0000003378;0000003343;VILLAGE;Рогозно село;;Рогізно село;;81745;;;
0000003379;0000003343;VILLAGE;Сидоровка село;;Сидорівка село;;81790;;;
0000003380;0000003343;VILLAGE;Сугров село;;Сугрів село;;81762;;;
0000003381;0000003343;VILLAGE;Сулятичи село;;Сулятичі село;;81791;;;
0000003382;0000003343;VILLAGE;Тейсаров село;;Тейсарів село;;81736;;;
0000003383;0000003343;VILLAGE;Турады село;;Туради село;;81735;;;
0000003384;0000003343;VILLAGE;Чертиж село;;Чертіж село;;81798;;;
0000003385;0000003343;VILLAGE;Чорный Остров село;;Чорний Острів село;;81720;;;
0000003386;0000003173;SUBREGION;Жовковский район;;Жовківський район;;;;;
0000003387;0000003386;VILLAGE;Артасов село;;Артасів село;;80361;;;
0000003388;0000003386;VILLAGE;Бышков село;;Бишків село;;80333;;;
0000003389;0000003386;VILLAGE;Боброеды село;;Боброїди село;;80334;;;
0000003390;0000003386;VILLAGE;Боянец село;;Боянець село;;80340;;;
0000003391;0000003386;VILLAGE;Большой Дорошев село;;Великий Дорошів село;;80364;;;
0000003392;0000003386;VILLAGE;Великие Грибовичи село;;Великі Грибовичі село;;80380;;;
0000003393;0000003386;VILLAGE;Воля-Высоцкая село;;Воля-Висоцька село;;80350;;;
0000003394;0000003386;VILLAGE;Вязовая село;;В'язова село;;80344;;;
0000003395;0000003386;VILLAGE;Городжев село;;Городжів село;;80336;;;
0000003396;0000003386;VILLAGE;Гийче село;;Гійче село;;80314;;;
0000003397;0000003386;VILLAGE;Девятир село;;Дев'ятир село;;80321;;;
0000003398;0000003386;VILLAGE;Деревня село;;Деревня село;;80343;;;
0000003399;0000003386;VILLAGE;Добросин село;;Добросин село;;80337;;;
0000003400;0000003386;CITY;Дубляны;;Дубляни;;80381;;;
0000003401;0000003386;CITY;;;Думичі;;;;;
0000003402;0000003386;CITY;Жовква;;Жовква;;80300;;;
0000003403;0000003386;VILLAGE;Замок село;;Замок село;;80322;;;
0000003404;0000003386;VILLAGE;Замочек село;;Замочок село;;80338;;;
0000003405;0000003386;VILLAGE;Зарудцы село;;Зарудці село;;80376;;;
0000003406;0000003386;VILLAGE;Зашков село;;Зашків село;;80375;;;
0000003407;0000003386;VILLAGE;Звертов село;;Звертів село;;80374;;;
0000003408;0000003386;VILLAGE;Зиболки село;;Зіболки село;;80360;;;
0000003409;0000003386;VILLAGE;Каменная Гора село;;Кам'яна Гора село;;80324;;;
0000003410;0000003386;VILLAGE;Крехов село;;Крехів село;;80352;;;
0000003411;0000003386;VILLAGE;Куликов поселок;;Куликів селище;;80362;;;
0000003412;0000003386;VILLAGE;Кулява село;;Кулява село;;80332;;;
0000003413;0000003386;VILLAGE;Кунин село;;Кунин село;;80339;;;
0000003414;0000003386;VILLAGE;Купичволя село;;Купичволя село;;80341;;;
0000003415;0000003386;VILLAGE;Лавриков село;;Лавриків село;;80335;;;
0000003416;0000003386;CITY;;;Липник;;;;;
0000003417;0000003386;VILLAGE;Любеля село;;Любеля село;;80331;;;
0000003418;0000003386;VILLAGE;Магеров поселок;;Магерів селище;;80327;;;
0000003419;0000003386;VILLAGE;Малехов село;;Малехів село;;80383;;;
0000003420;0000003386;VILLAGE;Малые Подлески село;;Малі Підліски село;;80382;;;
0000003421;0000003386;VILLAGE;Мацошын село;;Мацошин село;;80357;;;
0000003422;0000003386;VILLAGE;Мервичи село;;Мервичі село;;80370;;;
0000003423;0000003386;VILLAGE;Мокротин село;;Мокротин село;;80355;;;
0000003424;0000003386;VILLAGE;Монастырек село;;Монастирок село;;80326;;;
0000003425;0000003386;VILLAGE;Надычи село;;Надичі село;;80371;;;
0000003426;0000003386;VILLAGE;Новая Каменка село;;Нова Кам'янка село;;80330;;;
0000003427;0000003386;VILLAGE;Новая Скварява село;;Нова Скварява село;;80353;;;
0000003428;0000003386;VILLAGE;Погариско село;;Погарисько село;;80325;;;
0000003429;0000003386;VILLAGE;Потелич село;;Потелич село;;80320;;;
0000003430;0000003386;CITY;Рава-Русская;;Рава-Руська;;80316;;;
0000003431;0000003386;VILLAGE;Равское село;;Равське село;;80319;;;
0000003432;0000003386;VILLAGE;Рата село;;Рата село;;80312;;;
0000003433;0000003386;VILLAGE;Речки село;;Річки село;;80310;;;
0000003434;0000003386;VILLAGE;Смереков село;;Смереків село;;80358;;;
0000003435;0000003386;VILLAGE;Сопошин село;;Сопошин село;;80356;;;
0000003436;0000003386;VILLAGE;Старая Скварява село;;Стара Скварява село;;80354;;;
0000003437;0000003386;VILLAGE;Сулимов село;;Сулимів село;;80373;;;
0000003438;0000003386;VILLAGE;Туринка село;;Туринка село;;80342;;;
0000003439;0000003173;SUBREGION;Золочевский район;;Золочівський район;;;;;
0000003440;0000003439;VILLAGE;Бибщаны село;;Бібщани село;;80762;;;
0000003441;0000003439;VILLAGE;Бортков село;;Бортків село;;80730;;;
0000003442;0000003439;VILLAGE;Бужок село;;Бужок село;;80711;;;
0000003443;0000003439;VILLAGE;Большая Ольшаница село;;Велика Вільшаниця село;;80732;;;
0000003444;0000003439;VILLAGE;Верхобуж село;;Верхобуж село;;80742;;;
0000003445;0000003439;VILLAGE;Выжняны село;;Вижняни село;;80723;;;
0000003446;0000003439;VILLAGE;Вороняки село;;Вороняки село;;80751;;;
0000003447;0000003439;CITY;Глиняны;;Глиняни;;80720;;;
0000003448;0000003439;VILLAGE;Гологоры село;;Гологори село;;80736;;;
0000003449;0000003439;VILLAGE;Елиховичи село;;Єлиховичі село;;80716;;;
0000003450;0000003439;VILLAGE;Зозули село;;Зозулі село;;80717;;;
0000003451;0000003439;CITY;;;Золочів;;;;;
0000003452;0000003439;VILLAGE;Колтов село;;Колтів село;;80741;;;
0000003453;0000003439;VILLAGE;Куровичи село;;Куровичі село;;80725;;;
0000003454;0000003439;VILLAGE;Новоселище село;;Новоселище село;;80745;;;
0000003455;0000003439;VILLAGE;Опаки село;;Опаки село;;80740;;;
0000003456;0000003439;VILLAGE;Перегноев село;;Перегноїв село;;80722;;;
0000003457;0000003439;VILLAGE;Подлипцы село;;Підлипці село;;80744;;;
0000003458;0000003439;VILLAGE;Плугов село;;Плугів село;;80746;;;
0000003459;0000003439;VILLAGE;Поляны село;;Поляни село;;80752;;;
0000003460;0000003439;VILLAGE;Поморяны поселок;;Поморяни селище;;80760;;;
0000003461;0000003439;VILLAGE;Ремезовцы село;;Ремезівці село;;80755;;;
0000003462;0000003439;VILLAGE;Сасов село;;Сасів село;;80713;;;
0000003463;0000003439;VILLAGE;Скварява село;;Скварява село;;80712;;;
0000003464;0000003439;VILLAGE;Словита село;;Словіта село;;80735;;;
0000003465;0000003439;VILLAGE;Сновичи село;;Сновичі село;;80753;;;
0000003466;0000003439;VILLAGE;Струтин село;;Струтин село;;80743;;;
0000003467;0000003439;VILLAGE;Шпиколосы село;;Шпиколоси село;;80756;;;
0000003468;0000003439;VILLAGE;Ясеновцы село;;Ясенівці село;;80750;;;
0001094882;0000010231;SUBREGION;Золочевский район;;Золочівський район;;;;;
0000003469;0001094882;VILLAGE;Большая Рогозянка пгт;;Велика Рогозянка смт;;62240;;;
0000003470;0001094882;VILLAGE;Гурьев Казачок село;;Гур'їв Козачок село;;62212;;;
0000003471;0000003439;CITY;;;івашки;;;;;
0000003472;0000003439;CITY;;;Лютівка;;;;;
0000003473;0001094882;VILLAGE;Малая Рогозянка село;;Мала Рогозянка село;;62243;;;
0000003474;0000003439;CITY;;;Одноробівка;;;;;
0000003475;0000003439;CITY;;;Одноробівка Вокзал;;;;;
0000003476;0000003439;CITY;;;Світличне;;;;;
0000003477;0001094882;VILLAGE;Сковородиновка поселок;;Сковородинівка селище;;62241;;;
0000003478;0000003439;CITY;;;Уди;;;;;
0000003479;0001094882;VILLAGE;Феськи село;;Феськи село;;62252;;;
0000003480;0001094882;VILLAGE;Цаповка село;;Цапівка село;;62231;;;
0000003481;0000003173;SUBREGION;Каменка-Бужский район;;Кам'янка-Бузький район;;;;;
0000003482;0000003481;VILLAGE;Банюнин село;;Банюнин село;;80454;;;
0000003483;0000003481;VILLAGE;Батятичи село;;Батятичі село;;80423;;;
0000003484;0000003481;CITY;;;Велике Колодне;;;;;
0000003485;0000003481;VILLAGE;Великоселки село;;Великосілки село;;80453;;;
0000003486;0000003481;VILLAGE;Выров село;;Вирів село;;80441;;;
0000003487;0000003481;VILLAGE;Выхопни село;;Вихопні село;;80432;;;
0000003488;0000003481;VILLAGE;Гаек село;;Гайок село;;80422;;;
0000003489;0000003481;VILLAGE;Горпин село;;Горпин село;;80442;;;
0000003490;0000003481;VILLAGE;Деревляны село;;Деревляни село;;80452;;;
0000003491;0000003481;VILLAGE;Дернов село;;Дернів село;;80430;;;
0000003492;0000003481;VILLAGE;Дедилов село;;Дідилів село;;80462;;;
0000003493;0000003481;VILLAGE;Добротвор поселок;;Добротвір селище;;80411;;;
0000003494;0000003481;VILLAGE;Желдец село;;Желдець село;;80424;;;
0000003495;0000003481;VILLAGE;Жовтанцы село;;Жовтанці село;;80431;;;
0000003496;0000003481;VILLAGE;Запытов село;;Запитів село;;80461;;;
0000003497;0000003481;VILLAGE;Зубов Мост село;;Зубів Міст село;;80421;;;
0000003498;0000003481;CITY;Каменка-Бужская;;Кам'янка-Бузька;;80400;;;80400,80405
0000003499;0000003481;VILLAGE;Колоденцы село;;Колоденці село;;80433;;;
0000003500;0000003481;VILLAGE;Незнанов село;;Незнанів село;;80415;;;
0000003501;0000003481;VILLAGE;Неслухов село;;Неслухів село;;80455;;;
0000003502;0000003481;VILLAGE;Новый Став село;;Новий Став село;;80435;;;
0000003503;0000003481;VILLAGE;Новый Ярычев поселок;;Новий Яричів селище;;80465;;;
0000003504;0000003481;VILLAGE;Полоничная село;;Полонична село;;80416;;;
0000003505;0000003481;VILLAGE;Прибужаны село;;Прибужани село;;80420;;;
0000003506;0000003481;VILLAGE;Ременов село;;Ременів село;;80460;;;
0000003507;0000003481;VILLAGE;Руданцы село;;Руданці село;;80464;;;
0000003508;0000003481;VILLAGE;Старый Добротвор село;;Старий Добротвір село;;80410;;;
0000003509;0000003481;VILLAGE;Старый Ярычев село;;Старий Яричів село;;80463;;;
0000003510;0000003481;VILLAGE;Стрептов село;;Стрептів село;;80451;;;
0000003511;0000003498;VILLAGE;Тадани поселок;;Тадані селище;;80400;;;
0000003512;0000003481;VILLAGE;Честыни село;;Честині село;;80440;;;
0000003513;0000003173;SUBREGION;;;Львів, місто;;;;;
0000003515;0000003173;CITY;Львов;;Львів;;79000;;;79491,79493,79495
0000003514;0000003515;VILLAGE;Брюховичи поселок;;Брюховичі селище;;79491;;;
0000003516;0000003515;VILLAGE;Рудно поселок;;Рудне селище;;79493;;;
0000003517;0000003173;SUBREGION;Николаевский район;;Миколаївський район;;;;;
0000003518;0000003517;VILLAGE;Берездовцы село;;Берездівці село;;81657;;;
0000003519;0000003517;VILLAGE;Березина село;;Березина село;;81616;;;
0000003520;0000003517;VILLAGE;Бильче село;;Більче село;;81644;;;
0000003521;0000003517;VILLAGE;Бродки село;;Бродки село;;81612;;;
0000003522;0000003517;VILLAGE;Большая Горожанка село;;Велика Горожанка село;;81620;;;
0000003523;0000003517;VILLAGE;Вербиж село;;Вербіж село;;81631;;;
0000003524;0000003517;VILLAGE;Верин село;;Верин село;;81635;;;
0000003525;0000003517;VILLAGE;Гонятичи село;;Гонятичі село;;81630;;;
0000003526;0000003517;VILLAGE;Горишнее село;;Горішнє село;;81656;;;
0000003527;0000003517;VILLAGE;Гранки-Куты село;;Гранки-Кути село;;81658;;;
0000003528;0000003517;VILLAGE;Демня село;;Демня село;;81613;;;
0000003529;0000003517;VILLAGE;Держев село;;Держів село;;81645;;;
0000003530;0000003517;VILLAGE;Дроговиж село;;Дроговиж село;;81632;;;
0000003537;0000003517;CITY;Николаев;;Миколаїв;;81600;;;81606,81605
0000003531;0000003537;VILLAGE;Заклад поселок;;Заклад селище;;81606;;;
0000003532;0000003517;VILLAGE;Киевец село;;Київець село;;81646;;;
0000003533;0000003517;VILLAGE;Колодрубы село;;Колодруби село;;81624;;;
0000003534;0000003517;VILLAGE;Красов село;;Красів село;;81611;;;
0000003535;0000003517;VILLAGE;Криница село;;Криниця село;;81643;;;
0000003536;0000003517;CITY;;;Мала-Горожанка;;;;;
0000003538;0000003173;CITY;Новый Роздол;;Новий Розділ;;81652;;;
0000003539;0000003517;VILLAGE;Новоселки-Опарские село;;Новосілки-Опарські село;;81621;;;
0000003540;0000003517;VILLAGE;Песочная село;;Пісочна село;;81640;;;
0000003541;0000003517;VILLAGE;Раделичи село;;Раделичі село;;81626;;;
0000003542;0000003517;VILLAGE;Рычагов село;;Ричагів село;;81623;;;
0000003543;0000003517;VILLAGE;Розвадов село;;Розвадів село;;81634;;;
0000003544;0000003517;VILLAGE;Роздол поселок;;Розділ селище;;81650;;;
0000003545;0000003517;VILLAGE;Стольско село;;Стільсько село;;81615;;;
0000003546;0000003517;VILLAGE;Тернополье село;;Тернопілля село;;81610;;;
0000003547;0000003517;CITY;;;Велика Корениха;;;;;
0001096150;0000000924;SUBREGION;Николаевский район;;Миколаївський район;;;;;
0000003548;0001096150;VILLAGE;Кирьяковка село;;Кир'яківка село;;57125;;;
0000003549;0001096150;VILLAGE;Корчино село;;Корчине село;;57112;;;
0000003550;0000003517;CITY;;;Крива Балка;;;;;
0000003551;0000003517;CITY;;;Мала Корениха;;;;;
0000003552;0001096150;VILLAGE;Надбужское село;;Надбузьке село;;57130;;;
0000003553;0001096150;VILLAGE;Нечаяное село;;Нечаяне село;;57140;;;
0000003554;0001096150;VILLAGE;Ольшанское пгт;;Ольшанське смт;;57113;;;
0000003555;0001096150;VILLAGE;Петрово-Солониха село;;Петрово-Солониха село;;57127;;;
0000003556;0000003517;CITY;Чемерлиево;;Чемерлієве;;;;;
0000003557;0001096150;VILLAGE;Радсад село;;Радсад село;;57160;;;
0000003558;0001096150;VILLAGE;Сапетня село;;Сапетня село;;57114;;;
0000003559;0001096150;VILLAGE;Сливино село;;Сливине село;;57133;;;
0000003560;0001096150;VILLAGE;Старая Богдановка село;;Стара Богданівка село;;57165;;;
0000003561;0001096150;VILLAGE;Трихаты село;;Трихати село;;57120;;;
0000003562;0000003517;CITY;;;Шостакове;;;;;
0000003563;0001096150;VILLAGE;Шурино село;;Шурине село;;57171;;;
0001096223;0000001135;SUBREGION;Николаевский район;;Миколаївський район;;;;;
0000003564;0001096223;VILLAGE;Амбаров село;;Амбарів село;;67042;;;
0000003565;0001096223;VILLAGE;Андреево-Ивановка село;;Андрієво-Іванівка село;;67021;;;
0000003566;0001096223;VILLAGE;Антонюки село;;Антонюки село;;67040;;;
0000003567;0000003517;CITY;;;Жукове;;;;;
0000003568;0001096223;VILLAGE;Исаево село;;Ісаєве село;;67023;;;
0000003569;0001096223;VILLAGE;Левадовка село;;Левадівка село;;67020;;;
0000003570;0000003517;CITY;;;Настасіївка;;;;;
0000003571;0001096223;VILLAGE;Переселенцы село;;Переселенці село;;67031;;;
0000003572;0001096223;VILLAGE;Скосаревка село;;Скосарівка село;;67024;;;
0000003573;0000003517;CITY;;;Стрюкове;;;;;
0000003574;0000003517;CITY;;;Шабельники;;;;;
0000003575;0000003173;SUBREGION;Мостисский район;;Мостиський район;;;;;
0000003576;0000003575;VILLAGE;Арламовская Воля село;;Арламівська Воля село;;81315;;;
0000003577;0000003575;VILLAGE;Баличи село;;Баличі село;;81325;;;
0000003578;0000003575;CITY;;;Бодяновичі;;;;;
0000003579;0000003575;VILLAGE;Бортятин село;;Бортятин село;;81343;;;
0000003580;0000003575;VILLAGE;Буховичи село;;Буховичі село;;81363;;;
0000003581;0000003575;VILLAGE;Буцов село;;Буців село;;81322;;;
0000003582;0000003575;CITY;;;Вовчишовичі;;;;;
0000003583;0000003575;VILLAGE;Волостков село;;Волостків село;;81382;;;
0000003584;0000003575;VILLAGE;Гостинцово село;;Гостинцеве село;;81332;;;
0000003585;0000003575;VILLAGE;Гусаков село;;Гусаків село;;81353;;;
0000003586;0000003575;VILLAGE;Дидятичи село;;Дидятичі село;;81380;;;
0000003587;0000003575;VILLAGE;Дмитровичи село;;Дмитровичі село;;81383;;;
0000003588;0000003575;VILLAGE;Довгомостиска село;;Довгомостиська село;;81342;;;
0000003589;0000003575;VILLAGE;Завада село;;Завада село;;81333;;;
0000003590;0000003575;VILLAGE;Завязанцы село;;Зав'язанці село;;81384;;;
0000003591;0000003575;VILLAGE;Золотковичи село;;Золотковичі село;;81355;;;
0000003592;0000003575;VILLAGE;Княжий Мост село;;Княжий Міст село;;81344;;;
0000003593;0000003575;VILLAGE;Крысовичи село;;Крисовичі село;;81360;;;
0000003594;0000003575;VILLAGE;Крукеничи село;;Крукеничі село;;81364;;;
0000003595;0000003575;VILLAGE;Малые Мокряны село;;Малі Мокряни село;;81385;;;
0000003596;0000003575;CITY;;;Малнів;;;;;
0000003597;0000003575;VILLAGE;Малновская Воля село;;Малнівська Воля село;;81311;;;
0000003598;0000003575;VILLAGE;Мышлятичи село;;Мишлятичі село;;81352;;;
0000003599;0000003575;CITY;;;Мостиська;;;;;
0000003600;0000003575;CITY;;;Мостиська-Другі;;;;;
0000003601;0000003575;CITY;;;Підліскі;;;;;
0000003602;0000003575;VILLAGE;Пникут село;;Пнікут село;;81362;;;
0000003603;0000003575;VILLAGE;Раденичи село;;Раденичі село;;81372;;;
0000003604;0000003575;CITY;;;Ридохінці;;;;;
0000003605;0000003575;VILLAGE;Старява село;;Старява село;;81313;;;
0000003606;0000003575;VILLAGE;Стоянцы село;;Стоянці село;;81370;;;
0000003607;0000003575;CITY;Судовая Вишня;;Судова Вишня;;81340;;;
0000003608;0000003575;VILLAGE;Твиржа село;;Твіржа село;;81330;;;
0000003609;0000003575;VILLAGE;Тщенец село;;Тщенець село;;81323;;;
0000003610;0000003575;VILLAGE;Ходновичи село;;Хідновичі село;;81351;;;
0000003611;0000003575;VILLAGE;Хлипли село;;Хлиплі село;;81366;;;
0000003612;0000003575;VILLAGE;Хоросница село;;Хоросниця село;;81331;;;
0000003613;0000003575;VILLAGE;Червневое село;;Черневе село;;81312;;;
0000003614;0000003575;VILLAGE;Чишки село;;Чишки село;;81361;;;
0000003615;0000003575;VILLAGE;Шегини село;;Шегині село;;81321;;;
0000003616;0000003575;VILLAGE;Ятвяги село;;Ятвяги село;;81365;;;
